canon powershot,2240000,0.50,1.05,86.11,43.43,550000
canon canon powershot,2240000,0.00,0,0,0.00,550000
canon canon camera,1830000,0.00,0,0,0.00,673000
canon pixma,1830000,2.45,1.05,233.74,572.92,246000
canon with lens,1220000,0.00,0,0,0.00,450000
canon lens lens,1220000,0.50,1.05,4.57,2.31,450000
the canon 5d,1220000,0.00,0,0,0.00,301000
canon 5d,1220000,0.67,1.05,409.8,276.07,301000
canon is cameras,1000000,12.22,1.05,9.49,116.04,368000
canon cameras,1000000,2.37,1.05,3222.72,"7,644.21",368000
