canon powershot,2240000,0.50,1.05,62.52,31.55,550000
canon canon powershot,2240000,0.00,0,0,0.00,550000
canon canon camera,1830000,0.00,0,0,0.00,673000
canon pixma,1830000,3.77,1.05,137.99,520.59,246000
canon with lens,1220000,0.00,0,0,0.00,450000
canon lens lens,1220000,0.50,1.05,4.74,2.39,450000
the canon 5d,1220000,0.00,0,0,0.00,301000
canon 5d,1220000,0.73,1.05,384.29,279.56,301000
canon is cameras,1000000,11.78,1.05,9.81,115.66,368000
canon cameras,1000000,2.05,1.05,3140.67,"6,440.87",368000
