dc hair laser removal washington,880,0.00,0,0,0.00,590
hair removal washington dc,1300,24.27,1,2.97,72.15,880
hair laser removal virginia,3600,0.00,0,0,0.00,3600
chicago hair laser removal,2900,0.00,0,0,0.00,2400
laser hair removal maryland,1900,3.16,1,4.74,14.97,1600
laser hair removal manhattan,1000,12.94,1,2.01,26.03,720
hair removal chicago,4400,0.00,0,0,0.00,3600
city hair laser new removal york,1300,0.00,0,0,0.00,880
city hair new removal york,1900,0.00,0,0,0.00,1300
laser hair removal new york,12100,77.50,1,12.36,958.29,9900
hair removal new york,18100,0.00,0,0,0.00,14800
