home equity loan,165000,3.93,1,124.91,490.37,135000
home equity loans,135000,7.50,1,320.32,"2,400.97",110000
home equity loan rates,22200,2.42,1,53.11,128.34,18100
equity loan rates,22200,0.00,0,0,0.00,22200
equity loan,201000,2.82,1,27.16,76.54,165000
home equity line of credit rates,9900,0.00,0,0,0.00,8100
equity loans,165000,5.26,1,43.7,229.79,135000
line of credit home equity,110000,0.00,0,0,0.00,90500
home equity rates,40500,3.21,1,72.64,233.05,33100
equity home,368000,0.99,1,7.02,6.97,301000
home equity poor credit,2400,0.00,0,0,0.00,1900
credit equity home line,110000,1.07,1,27.82,29.86,90500
equity line of credit,135000,5.65,1,79.71,450.71,110000
equity rates,60500,0.00,0,0,0.00,40500
