home equity loan,165000,5.56,1,210.71,"1,171.19",135000
home equity loans,165000,3.10,1,70.98,220.20,135000
home equity loan rates,27100,4.04,1,63.34,255.99,22200
equity loan rates,27100,32.40,1,4.95,160.51,22200
equity loan,246000,8.83,1,25.64,226.39,165000
home equity line of credit rates,12100,8.35,1,4.45,37.14,9900
equity loans,201000,2.49,1,54.29,135.30,165000
line of credit home equity,135000,1.26,1,5.97,7.51,110000
home equity rates,40500,3.42,1,20.2,69.16,40500
equity home,368000,0.00,0,0,0.00,301000
home equity poor credit,2900,0.00,0,0,0.00,2400
credit equity home line,135000,0.00,0,0,0.00,110000
equity line of credit,135000,3.72,1,45.94,170.86,110000
equity rates,74000,0.00,0,0,0.00,49500
