home equity loan,201000,3.34,1,120.56,403.05,165000
home equity loans,165000,4.66,1,75.29,350.75,135000
home equity loan rates,27100,5.07,1,134.32,681.11,22200
equity loan rates,27100,4.48,1,15.66,70.09,27100
equity loan,246000,3.72,1,35.46,132.06,165000
home equity line of credit rates,12100,7.72,1,3.86,29.79,9900
equity loans,201000,4.77,1,62.85,299.57,165000
line of credit home equity,135000,0.00,0,0,0.00,110000
home equity rates,49500,1.91,1,16.71,31.84,40500
equity home,450000,0.41,1,4.22,1.73,301000
home equity poor credit,2900,0.00,0,0,0.00,2400
credit equity home line,135000,0.00,0,0,0.00,110000
equity line of credit,135000,4.24,1,51.45,218.19,110000
equity rates,74000,0.00,0,0,0.00,49500
