home equity loan,165000,5.11,1,175.84,898.92,135000
home equity loans,165000,4.34,1,92.08,399.56,135000
home equity loan rates,27100,14.60,1,102.37,"1,494.94",22200
equity loan rates,27100,0.00,0,0,0.00,22200
equity loan,246000,2.96,1,21.99,65.03,165000
home equity line of credit rates,12100,0.67,1,1.7,1.15,9900
equity loans,201000,2.72,1,46.6,126.66,165000
line of credit home equity,135000,3.77,1,36.94,139.21,110000
home equity rates,40500,3.98,1,33.76,134.25,40500
equity home,368000,0.00,0,0,0.00,301000
home equity poor credit,2900,0.00,0,0,0.00,2400
credit equity home line,135000,0.00,0,0,0.00,110000
equity line of credit,135000,2.83,1,43.56,123.42,110000
equity rates,74000,0.00,0,0,0.00,49500
