home equity loan,135000,3.27,1.05,348.44,"1,138.86",135000
home equity loans,135000,5.29,1.05,87.77,464.68,110000
home equity loan rates,22200,4.96,1.05,133.27,661.00,18100
equity loan rates,22200,7.04,1.05,5.59,39.37,22200
equity loan,201000,3.26,1.05,54.56,177.87,135000
home equity line of credit rates,9900,0.26,1.05,8.93,2.33,8100
equity loans,165000,4.21,1.05,36.62,154.34,135000
line of credit home equity,110000,4.66,1.05,8.16,38.01,90500
home equity rates,40500,3.03,1.05,89.7,271.64,33100
equity home,368000,3.81,1.05,16.23,61.82,246000
home equity poor credit,2400,0.00,0,0,0.00,1900
credit equity home line,110000,1.94,1.05,7.88,15.33,90500
equity line of credit,110000,2.12,1.05,78.37,166.29,90500
equity rates,60500,0.00,0,0,0.00,40500
