home equity loan,165000,8.66,1,229.01,"1,982.38",135000
home equity loans,165000,4.89,1,76.37,373.42,135000
home equity loan rates,27100,5.19,1,84.38,437.94,22200
equity loan rates,27100,0.00,0,0,0.00,22200
equity loan,246000,6.86,1,13.15,90.25,165000
home equity line of credit rates,12100,0.65,1,1.75,1.14,9900
equity loans,201000,1.86,1,69.94,130.05,165000
line of credit home equity,135000,0.00,0,0,0.00,110000
home equity rates,40500,3.92,1,24.23,94.93,40500
equity home,368000,0.00,0,0,0.00,301000
home equity poor credit,2900,0.00,0,0,0.00,2400
credit equity home line,135000,0.00,0,0,0.00,110000
equity line of credit,135000,3.48,1,50.93,177.26,110000
equity rates,74000,0.00,0,0,0.00,49500
