home equity loan,201000,4.43,1,132.67,588.04,165000
home equity loans,165000,3.08,1,110.15,339.68,135000
home equity loan rates,27100,12.86,1,119.21,"1,532.44",22200
equity loan rates,27100,6.73,1,7.07,47.55,27100
equity loan,246000,4.50,1,21.76,97.87,165000
home equity line of credit rates,12100,6.77,1,7.11,48.16,9900
equity loans,201000,4.63,1,40.46,187.42,165000
line of credit home equity,135000,3.78,1,47.02,177.83,110000
home equity rates,49500,3.90,1,34,132.70,40500
equity home,450000,2.39,1,5.58,13.32,301000
home equity poor credit,2900,0.00,0,0,0.00,2400
credit equity home line,135000,0.00,0,0,0.00,110000
equity line of credit,135000,2.35,1,51.43,120.83,110000
equity rates,74000,0.00,0,0,0.00,49500
