home equity loan,165000,6.10,1,83.31,508.38,135000
home equity loans,135000,3.13,1,81.98,256.24,110000
home equity loan rates,22200,4.51,1,101.17,456.37,18100
equity loan rates,22200,15.06,1,8.02,120.70,22200
equity loan,201000,5.37,1,29.21,156.96,165000
home equity line of credit rates,9900,0.00,0,0,0.00,8100
equity loans,165000,4.50,1,43.51,195.91,135000
line of credit home equity,110000,0.00,0,0,0.00,90500
home equity rates,40500,8.35,1,19.39,161.95,33100
equity home,368000,0.55,1,8.7,4.80,301000
home equity poor credit,2400,0.00,0,0,0.00,1900
credit equity home line,110000,3.22,1,3.88,12.48,90500
equity line of credit,135000,3.66,1,31.12,114.07,110000
equity rates,60500,0.00,0,0,0.00,40500
