home equity loan,135000,2.47,1.05,243.4,601.42,135000
home equity loans,135000,2.18,1.05,118.22,257.43,110000
home equity loan rates,22200,1.86,1.05,91.25,169.89,18100
equity loan rates,22200,7.89,1.05,14.62,115.41,18100
equity loan,201000,1.43,1.05,29.02,41.61,135000
home equity line of credit rates,9900,0.31,1.05,4.14,1.29,8100
equity loans,165000,0.84,1.05,26.89,22.62,135000
line of credit home equity,110000,0.00,0,0,0.00,90500
home equity rates,40500,10.16,1.05,75.29,765.00,33100
equity home,368000,5.77,1.05,21.87,126.10,246000
home equity poor credit,2400,0.00,0,0,0.00,1900
credit equity home line,110000,3.93,1.05,88.15,346.62,90500
equity line of credit,110000,2.64,1.05,128.66,340.13,90500
equity rates,60500,0.00,0,0,0.00,40500
