home equity loan,165000,4.17,1,155.13,647.44,135000
home equity loans,135000,7.79,1,343.24,"2,673.70",110000
home equity loan rates,22200,2.40,1,62.23,149.20,18100
equity loan rates,22200,0.00,0,0,0.00,22200
equity loan,201000,0.52,1,22.53,11.74,165000
home equity line of credit rates,9900,0.00,0,0,0.00,8100
equity loans,165000,5.22,1,51.18,267.06,135000
line of credit home equity,110000,0.00,0,0,0.00,90500
home equity rates,40500,3.23,1,83.92,271.15,33100
equity home,368000,1.00,1,8.09,8.06,301000
home equity poor credit,2400,0.00,0,0,0.00,1900
credit equity home line,110000,1.07,1,32.32,34.68,90500
equity line of credit,135000,5.65,1,92.71,524.03,110000
equity rates,60500,0.00,0,0,0.00,40500
