home equity loan,201000,4.31,1,138.81,598.39,165000
home equity loans,165000,4.48,1,59.04,264.68,135000
home equity loan rates,27100,3.23,1,114.27,368.78,22200
equity loan rates,27100,4.49,1,15.57,69.87,27100
equity loan,246000,1.82,1,39.8,72.57,165000
home equity line of credit rates,12100,7.67,1,3.87,29.65,9900
equity loans,201000,4.52,1,48.2,217.76,165000
line of credit home equity,135000,0.00,0,0,0.00,110000
home equity rates,49500,0.96,1,9.77,9.34,40500
equity home,450000,2.17,1,9.29,20.20,301000
home equity poor credit,2900,3.50,1,3.91,13.68,2400
credit equity home line,135000,0.00,0,0,0.00,110000
equity line of credit,135000,9.01,1,48,432.37,110000
equity rates,74000,0.00,0,0,0.00,49500
