home equity loan,165000,9.29,1,114.86,"1,066.77",135000
home equity loans,135000,26.91,1.04,35.4,952.53,110000
home equity loan rates,22200,15.42,1,44.23,681.96,18100
equity loan rates,22200,19.81,1,3.67,72.67,22200
equity loan,201000,6.78,1,6.32,42.81,165000
home equity line of credit rates,9900,1.33,1,5.92,7.88,8100
equity loans,165000,13.32,1,45.61,607.32,135000
line of credit home equity,110000,6.32,1,1.13,7.13,90500
home equity rates,40500,5.59,1,1.48,8.25,33100
equity home,368000,0.00,0,0,0.00,301000
home equity poor credit,2400,0.00,0,0,0.00,1900
credit equity home line,110000,4.09,1,2.45,10.03,90500
equity line of credit,135000,11.94,1,27.67,330.57,110000
equity rates,60500,0.00,0,0,0.00,40500
