home equity loan,165000,2.23,1.05,188.08,419.64,135000
home equity loans,135000,2.89,1.05,377.52,"1,090.31",110000
home equity loan rates,22200,2.89,1.05,95.93,277.54,18100
equity loan rates,22200,0.00,0,0,0.00,22200
equity loan,201000,0.75,1.05,27.2,20.27,165000
home equity line of credit rates,9900,0.50,1.05,7.89,3.92,8100
equity loans,165000,2.30,1.05,102.9,236.32,135000
line of credit home equity,110000,0.61,1.05,10.93,6.61,90500
home equity rates,40500,3.11,1.05,129.03,401.22,33100
equity home,368000,0.00,0,0,0.00,301000
home equity poor credit,2400,0.00,0,0,0.00,1900
credit equity home line,110000,0.60,1.05,9.31,5.58,90500
equity line of credit,135000,4.71,1.05,41.21,193.91,110000
equity rates,60500,0.00,0,0,0.00,40500
