credit,101000000,7.92,1.05,372.06,"2,945.83",37200000
adverse credit remortgage,880,0.00,0,0,0.00,320
refinance with bad credit,27100,0.00,0,0,0.00,18100
egg credit,12100,0.00,0,0,0.00,880
refinance with poor credit,3600,1.51,1.05,31.36,47.30,2900
refinancing with poor credit,3600,2.18,1.05,7.76,16.93,2400
egg credit card,9900,0.00,0,0,0.00,390
refinancing with bad credit,18100,4.41,1.05,26.98,119.00,14800
home equity line of credit rates,9900,0.00,0,0,0.00,8100
refinance poor credit,3600,1.22,1.05,6.45,7.88,2900
line of credit home equity,110000,4.63,1.05,8.23,38.13,90500
home line of credit,246000,7.82,1.05,38.31,299.53,165000
home equity poor credit,2400,0.00,0,0,0.00,1900
credit equity home line,110000,1.93,1.05,7.98,15.38,90500
equity line of credit,110000,2.03,1.05,53.97,109.79,90500
credit home line,246000,0.00,0,0,0.00,165000
bad credit mortgage refinance,4400,2.47,1.05,33.89,83.67,3600
