credit,101000000,2.28,1,1080.55,"2,461.95",37200000
adverse credit remortgage,1000,0.00,0,0,0.00,590
refinance with bad credit,33100,1.61,1,22.06,35.51,27100
egg credit,14800,0.00,0,0,0.00,1000
refinance with poor credit,4400,0.00,0,0,0.00,3600
refinancing with poor credit,4400,0.00,0,0,0.00,3600
egg credit card,14800,0.00,0,0,0.00,590
refinancing with bad credit,27100,2.80,1,9.29,26.02,18100
home equity line of credit rates,12100,3.64,1,13.67,49.79,9900
refinance poor credit,4400,3.56,1,10.61,37.80,3600
line of credit home equity,135000,0.77,1,4.77,3.69,110000
home line of credit,301000,4.03,1,14.67,59.07,201000
home equity poor credit,2900,0.00,0,0,0.00,2400
credit equity home line,135000,0.00,0,0,0.00,110000
equity line of credit,135000,2.57,1,62.78,161.35,110000
credit home line,301000,0.00,0,0,0.00,201000
bad credit mortgage refinance,6600,4.28,1,9.78,41.84,4400
